term,split,kind,bodies,family,events,pivot_matches,match_rate,calendar_baseline,lift,interpretation
intermediate,validation,aspect,Venus/Mars,square,5,2,0.4,0.24635036496350365,1.6237037037037039,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,quincunx,80,22,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Uranus,sextile,10,5,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,trine,80,23,0.2875,0.24635036496350365,1.1670370370370369,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Moon,opposition,37,10,0.2702702702702703,0.24635036496350365,1.0970970970970972,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,sextile,77,16,0.2077922077922078,0.24635036496350365,0.8434824434824435,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Pluto,semisextile,8,3,0.375,0.24635036496350365,1.5222222222222221,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Neptune/Moon,opposition,40,12,0.3,0.24635036496350365,1.2177777777777776,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,quincunx,80,21,0.2625,0.24635036496350365,1.0655555555555556,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Jupiter,quincunx,6,2,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,ingress,Sun,,36,12,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,semisextile,77,19,0.24675324675324675,0.24635036496350365,1.0016354016354017,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Venus,semisextile,18,3,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Uranus/Moon,opposition,40,11,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Moon,conjunction,38,10,0.2631578947368421,0.24635036496350365,1.0682261208576997,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,semisextile,80,19,0.2375,0.24635036496350365,0.964074074074074,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Neptune,semisextile,6,3,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Mars,trine,2,1,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Saturn,square,8,1,0.125,0.24635036496350365,0.5074074074074074,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Saturn/Moon,conjunction,40,11,0.275,0.24635036496350365,1.1162962962962963,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Uranus,sextile,6,3,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Saturn,semisextile,2,1,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,station,Venus,,3,1,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Jupiter,quincunx,6,3,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Pluto,semisextile,6,3,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Venus,semisextile,7,3,0.42857142857142855,0.24635036496350365,1.7396825396825395,Descriptive retrospective association; no significance claim
intermediate,validation,station,Mercury,,18,5,0.2777777777777778,0.24635036496350365,1.1275720164609053,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Saturn,square,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Mars,trine,2,1,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Mercury,conjunction,19,4,0.21052631578947367,0.24635036496350365,0.8545808966861598,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Neptune,conjunction,3,2,0.6666666666666666,0.24635036496350365,2.7061728395061726,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Jupiter/Uranus,square,1,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Jupiter,trine,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Uranus,semisextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,station,Mars,,2,1,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,station,Saturn,,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Pluto,sextile,6,2,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,ingress,Venus,,38,13,0.34210526315789475,0.24635036496350365,1.3886939571150096,Descriptive retrospective association; no significance claim
intermediate,validation,station,Jupiter,,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Neptune,semisextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Saturn,trine,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Mars,quincunx,2,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Jupiter,quincunx,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Uranus,sextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Pluto,semisextile,7,1,0.14285714285714285,0.24635036496350365,0.5798941798941799,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Neptune,conjunction,5,1,0.2,0.24635036496350365,0.8118518518518519,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Jupiter,trine,8,2,0.25,0.24635036496350365,1.0148148148148148,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Uranus,semisextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Pluto,sextile,10,1,0.1,0.24635036496350365,0.40592592592592597,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Mars,trine,3,1,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Saturn,square,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Jupiter,square,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Uranus,conjunction,3,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Mars,quincunx,2,1,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Saturn,trine,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Pluto,square,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Mars,opposition,1,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Saturn,quincunx,6,2,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Neptune,conjunction,3,1,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Jupiter,square,8,1,0.125,0.24635036496350365,0.5074074074074074,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Uranus,conjunction,3,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,station,Pluto,,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Pluto,square,8,3,0.375,0.24635036496350365,1.5222222222222221,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Mars,opposition,1,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Jupiter,trine,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Uranus,semisextile,8,1,0.125,0.24635036496350365,0.5074074074074074,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Pluto,sextile,6,2,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Saturn,quincunx,6,3,0.5,0.24635036496350365,2.0296296296296297,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Mars,quincunx,2,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Uranus,opposition,2,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mars/Pluto,square,6,2,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Venus/Saturn,trine,6,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Neptune,sextile,7,1,0.14285714285714285,0.24635036496350365,0.5798941798941799,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Sun/Neptune,sextile,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Pluto,trine,6,1,0.16666666666666666,0.24635036496350365,0.6765432098765432,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Jupiter,sextile,6,2,0.3333333333333333,0.24635036496350365,1.3530864197530863,Descriptive retrospective association; no significance claim
intermediate,validation,aspect,Mercury/Saturn,opposition,3,0,0.0,0.24635036496350365,0.0,Descriptive retrospective association; no significance claim
